ID,TEMP,HUMIDITY,TOTAL_CLOUD_COVER,L1_CLOUD_HEIGHT,L1_CLOUD_COVER,L2_CLOUD_HEIGHT,L2_CLOUD_COVER,L3_CLOUD_HEIGHT,L3_CLOUD_COVER,L4_CLOUD_HEIGHT,L4_CLOUD_COVER,DEW_POINT,MAX_WIND_SPEED,PRECIPITATION,PRECIPITATION_TYPE,PRESSURE_SEA_LEVEL,PRESSURE_STATION,VISIBILITY,WEATHER_TYPE,AVG_WIND_SPEED,AVG_WIND_DIRECTION,DIFFUSE_RADIATION,GLOBAL_RADIATION,SUNSHINE_DURATION,ZENITH,ELEVATION,AZIMUTH,TIMESTAMP,TARGET
18125,11.6,87,8,1890,1,2630,8,,,,,9.4,4.5,0.0,0,1014.1,981.7,40570,-1,2.7,220,0.1,0.1,0.0,89.65,0.35,58.72,2023-07-26 04:00:00+00:00,1.81
18126,11.7,88,8,2020,6,4440,7,5120,8,,,9.7,3.6,0.0,0,1014.3,981.9,41860,-1,2.2,220,5.0,5.5,0.0,81.32,8.68,69.89,2023-07-26 05:00:00+00:00,2177.55
18127,12.2,84,8,2140,7,3060,7,5130,8,,,9.7,6.1,0.0,0,1014.7,982.3,56080,-1,2.8,210,16.6,18.2,0.0,72.01,17.99,80.79,2023-07-26 06:00:00+00:00,5988.17
18128,13.4,81,8,2330,2,2940,8,,,,,10.1,5.1,0.0,0,1014.8,982.6,51130,-1,3.1,210,48.4,57.8,0.1,62.37,27.63,92.01,2023-07-26 07:00:00+00:00,23617.41
18129,14.1,76,8,450,1,2730,8,,,,,9.9,6.6,0.0,0,1015.0,982.8,45830,-1,3.9,220,83.1,96.5,0.03,52.81,37.19,104.37,2023-07-26 08:00:00+00:00,34299.15
18130,14.7,75,8,2700,8,,,,,,,10.4,7.1,0.0,0,1015.2,983.1,43530,-1,4.0,230,86.9,97.4,0.0,43.82,46.18,119.04,2023-07-26 09:00:00+00:00,34880.71
18131,15.3,73,7,590,2,1810,5,2680,7,,,10.6,9.8,0.0,6,1015.1,983.1,23210,157,5.4,230,114.1,129.8,0.02,36.22,53.78,137.7,2023-07-26 10:00:00+00:00,42841.43
18132,17.2,63,5,2910,5,,,,,,,10.2,9.9,0.1,6,1014.6,982.8,38920,123,4.0,240,106.8,191.6,0.42,31.31,58.69,161.73,2023-07-26 11:00:00+00:00,64188.96
18133,17.8,56,8,1200,1,2770,8,,,,,8.9,10.2,0.0,0,1014.5,982.7,54820,100,5.4,230,104.0,275.9,0.65,30.56,59.44,189.39,2023-07-26 12:00:00+00:00,83250.21
18134,18.5,51,8,2200,7,2980,8,,,,,8.1,9.7,0.0,6,1014.5,982.8,52300,122,4.8,260,99.7,122.0,0.15,34.26,55.74,215.04,2023-07-26 13:00:00+00:00,48648.23
18135,19.9,45,6,1470,3,2180,6,2550,6,,,7.7,10.7,0.0,0,1014.2,982.6,55500,-1,5.3,240,98.9,244.8,0.68,41.17,48.83,235.35,2023-07-26 14:00:00+00:00,80597.58
18136,20.3,47,8,1480,4,2060,6,2720,8,,,8.6,9.9,0.0,0,1014.1,982.6,57200,100,5.2,250,71.7,107.3,0.18,49.82,40.18,251.11,2023-07-26 15:00:00+00:00,27610.48
18137,20.2,44,7,1600,4,2140,5,2880,7,,,7.7,10.2,0.0,0,1014.0,982.5,51180,-1,5.3,250,86.8,164.3,0.52,59.28,30.72,264.06,2023-07-26 16:00:00+00:00,45577.52
18138,20.0,45,2,1640,1,,,,,,,7.7,9.5,0.0,0,1013.7,982.2,58140,-1,5.2,250,52.9,120.6,0.55,68.95,21.05,275.54,2023-07-26 17:00:00+00:00,31804.87
18139,19.8,45,7,1620,1,7680,7,8640,7,,,7.6,10.2,0.0,0,1013.9,982.3,61360,100,4.3,260,41.1,63.0,0.32,78.42,11.58,286.46,2023-07-26 18:00:00+00:00,14455.45
18140,18.7,51,6,2650,3,9210,6,10370,6,,,8.2,6.4,0.0,0,1014.3,982.6,73430,-1,3.5,250,15.9,23.0,0.27,87.24,2.76,297.48,2023-07-26 19:00:00+00:00,3481.89
18141,17.6,57,8,2650,8,7030,8,,,,,8.9,3.2,0.0,0,1014.6,982.8,56410,-1,1.6,200,1.8,2.1,0.0,95.59,-5.59,309.09,2023-07-26 20:00:00+00:00,227.78
18142,16.9,61,8,2570,8,,,,,,,9.3,3.7,0.0,0,1014.5,982.6,55000,-1,2.3,210,0.0,0.0,0.0,102.41,-12.41,321.65,2023-07-26 21:00:00+00:00,0.0
18143,16.1,66,8,2500,1,5280,8,,,,,9.8,3.6,0.0,0,1014.2,982.3,55100,-1,2.4,220,0.0,0.0,0.0,107.49,-17.49,335.33,2023-07-26 22:00:00+00:00,0.0
18144,15.9,67,8,2100,1,4670,8,10660,8,,,9.8,3.7,0.0,0,1014.0,982.0,53510,-1,2.5,230,0.0,0.0,0.0,110.39,-20.39,349.98,2023-07-26 23:00:00+00:00,0.0
18145,15.3,71,7,2070,4,4160,7,7790,7,,,10.0,4.0,0.0,0,1013.5,981.5,52050,-1,2.7,240,0.0,0.0,0.0,110.82,-20.82,5.1,2023-07-27 00:00:00+00:00,0.0
18146,15.3,72,8,1600,3,2030,7,5450,8,,,10.3,3.0,0.0,0,1012.8,980.8,52770,-1,2.3,240,0.0,0.0,0.0,108.72,-18.72,19.97,2023-07-27 01:00:00+00:00,0.0
18147,15.4,72,8,1400,5,2710,8,4400,8,,,10.3,4.3,0.0,0,1012.1,980.2,59280,-1,2.5,240,0.0,0.0,0.0,104.32,-14.32,34.01,2023-07-27 02:00:00+00:00,0.0
18148,15.1,75,7,1330,1,2270,7,2860,7,,,10.7,4.3,0.0,6,1011.7,979.7,52880,123,2.9,240,0.0,0.0,0.0,98.04,-8.04,46.95,2023-07-27 03:00:00+00:00,0.0
18149,14.7,82,8,1070,5,1780,7,2790,8,,,11.7,4.0,0.1,6,1011.2,979.2,26400,161,2.7,230,0.0,0.0,0.0,89.81,0.19,58.85,2023-07-27 04:00:00+00:00,0.0
18150,14.7,85,7,930,3,1560,3,2730,7,,,12.2,5.3,0.1,6,1010.5,978.6,46040,151,2.9,220,3.3,3.5,0.0,81.49,8.51,70.04,2023-07-27 05:00:00+00:00,1619.34
18151,15.2,87,8,520,5,700,7,1540,8,,,13.1,8.6,0.0,6,1009.7,977.8,15630,157,4.2,210,9.4,10.4,0.0,72.17,17.83,80.95,2023-07-27 06:00:00+00:00,4284.86
18152,14.5,93,8,230,7,340,8,,,,,13.4,12.7,0.4,6,1010.0,978.1,26300,161,6.3,210,9.0,10.1,0.0,62.54,27.46,92.19,2023-07-27 07:00:00+00:00,4601.6
18153,15.5,89,8,330,8,,,,,,,13.8,11.8,0.0,6,1009.5,977.7,41880,161,6.6,210,22.0,24.5,0.0,52.97,37.03,104.56,2023-07-27 08:00:00+00:00,18813.98
18154,15.9,89,8,300,8,,,,,,,14.1,9.4,0.0,6,1009.1,977.4,6480,157,6.0,220,17.0,18.9,0.0,44.0,46.0,119.24,2023-07-27 09:00:00+00:00,10915.5
18155,16.3,91,7,340,7,520,7,,,,,14.9,11.4,1.5,6,1008.9,977.2,22690,157,6.9,220,30.0,34.0,0.0,36.42,53.58,137.87,2023-07-27 10:00:00+00:00,20400.28
18156,16.6,91,7,330,7,470,7,,,,,15.2,12.4,1.1,6,1008.9,977.2,15370,161,7.8,220,34.0,38.4,0.0,31.53,58.47,161.82,2023-07-27 11:00:00+00:00,22146.66
18157,16.7,91,7,330,7,,,,,,,15.2,11.6,0.3,6,1008.8,977.2,17060,157,6.9,220,27.3,30.9,0.0,30.78,59.22,189.34,2023-07-27 12:00:00+00:00,13855.75
18158,17.1,90,8,380,5,550,8,,,,,15.5,11.6,0.3,6,1008.9,977.3,10740,161,7.2,220,40.0,45.2,0.0,34.47,55.53,214.88,2023-07-27 13:00:00+00:00,16983.81
18159,17.1,91,8,330,6,540,8,,,,,15.6,11.6,0.8,6,1008.9,977.3,18640,161,6.8,220,37.2,41.9,0.0,41.35,48.65,235.16,2023-07-27 14:00:00+00:00,17427.27
18160,17.9,90,8,360,5,580,7,980,8,,,16.2,9.3,0.2,6,1008.5,977.0,8800,152,5.9,220,47.7,53.4,0.0,49.99,40.01,250.92,2023-07-27 15:00:00+00:00,19668.51
18161,19.1,87,8,1490,3,3100,8,4310,8,,,16.9,7.5,0.0,6,1007.8,976.5,42130,123,4.0,220,58.2,64.6,0.0,59.44,30.56,263.88,2023-07-27 16:00:00+00:00,21718.02
18162,19.6,79,8,900,4,2500,6,3420,8,,,15.8,9.3,0.0,6,1007.8,976.5,57560,161,3.9,230,37.7,42.2,0.0,69.11,20.89,275.38,2023-07-27 17:00:00+00:00,15338.28
18163,17.9,86,7,860,3,1370,5,1930,7,,,15.6,13.3,0.7,6,1008.6,977.1,15770,161,5.8,240,12.8,14.5,0.0,78.59,11.41,286.31,2023-07-27 18:00:00+00:00,4459.91
18164,16.3,92,8,280,1,1260,7,1510,8,,,15.0,10.8,2.4,6,1009.3,977.6,12580,161,5.1,250,2.4,3.0,0.0,87.42,2.58,297.35,2023-07-27 19:00:00+00:00,740.14
18165,16.0,93,7,290,3,530,7,1600,7,,,15.0,7.3,1.6,6,1009.3,977.6,15300,161,4.0,220,0.2,0.4,0.0,95.79,-5.79,308.98,2023-07-27 20:00:00+00:00,4.71
18166,16.1,94,7,270,4,1040,7,3070,7,,,15.2,6.5,1.1,6,1009.1,977.4,21930,161,4.0,220,0.0,0.0,0.0,102.62,-12.62,321.56,2023-07-27 21:00:00+00:00,0.0
18167,16.2,95,7,260,4,390,7,,,,,15.3,6.5,0.3,6,1008.9,977.2,23070,161,3.7,220,0.0,0.0,0.0,107.7,-17.7,335.27,2023-07-27 22:00:00+00:00,0.0
18168,16.2,96,7,180,7,490,7,1100,7,,,15.5,7.2,2.1,6,1008.9,977.2,5260,162,4.0,220,0.0,0.0,0.0,110.61,-20.61,349.95,2023-07-27 23:00:00+00:00,0.0
18169,16.2,96,7,170,7,,,,,,,15.6,6.3,3.5,6,1008.6,976.9,3200,163,4.0,220,0.0,0.0,0.0,111.04,-21.04,5.11,2023-07-28 00:00:00+00:00,0.0
18170,16.2,96,7,190,6,290,7,,,,,15.5,7.4,3.7,6,1008.3,976.6,15150,161,4.1,220,0.0,0.0,0.0,108.94,-18.94,20.03,2023-07-28 01:00:00+00:00,0.0
18171,16.3,95,8,220,8,,,,,,,15.5,6.6,0.6,6,1008.3,976.6,55190,123,4.1,210,0.0,0.0,0.0,104.53,-14.53,34.11,2023-07-28 02:00:00+00:00,0.0
18172,16.5,95,8,200,8,,,,,,,15.7,6.2,0.0,0,1008.3,976.7,39570,100,3.6,230,0.0,0.0,0.0,98.23,-8.23,47.07,2023-07-28 03:00:00+00:00,0.0
18173,16.4,95,7,160,6,280,7,,,,,15.6,6.0,0.0,0,1008.6,976.9,45200,100,3.7,230,0.1,0.1,0.0,89.96,0.04,58.99,2023-07-28 04:00:00+00:00,5.07
18174,16.5,94,8,230,8,,,,,,,15.5,6.2,0.0,0,1008.9,977.2,55570,-1,3.6,220,2.6,2.8,0.0,81.66,8.34,70.19,2023-07-28 05:00:00+00:00,1850.75
18175,17.0,90,8,300,8,,,,,,,15.4,7.8,0.0,6,1009.0,977.4,60670,122,4.0,220,12.2,13.7,0.0,72.34,17.66,81.11,2023-07-28 06:00:00+00:00,8087.23
18176,17.1,92,8,250,8,,,,,,,15.9,9.2,0.0,6,1009.3,977.7,4450,152,4.8,220,19.7,22.1,0.0,62.7,27.3,92.36,2023-07-28 07:00:00+00:00,12491.28
18177,17.4,94,8,230,8,,,,,,,16.4,6.9,0.0,6,1009.8,978.2,42440,123,4.1,210,24.3,27.1,0.0,53.14,36.86,104.75,2023-07-28 08:00:00+00:00,15908.4
18178,17.9,91,7,290,7,,,,,,,16.4,6.9,0.0,6,1009.9,978.4,28260,123,4.4,210,35.0,39.1,0.0,44.18,45.82,119.44,2023-07-28 09:00:00+00:00,18092.1
18179,19.1,87,8,340,6,550,8,,,,,16.8,8.1,0.0,0,1010.0,978.6,51850,-1,4.3,220,59.3,66.8,0.0,36.62,53.38,138.05,2023-07-28 10:00:00+00:00,29976.88
18180,19.4,86,8,330,4,550,7,750,8,,,17.0,8.1,0.1,6,1010.1,978.7,54880,123,5.1,220,78.6,88.3,0.0,31.75,58.25,161.92,2023-07-28 11:00:00+00:00,41298.08
18181,19.1,87,8,230,1,520,7,770,8,,,16.8,10.1,0.0,6,1010.1,978.7,31820,122,5.8,220,87.6,98.1,0.0,31.01,58.99,189.3,2023-07-28 12:00:00+00:00,38231.87
18182,19.4,84,7,430,7,600,7,,,,,16.6,8.9,0.0,6,1010.2,978.8,57550,122,5.4,220,68.5,76.3,0.0,34.68,55.32,214.73,2023-07-28 13:00:00+00:00,34695.01
18183,19.6,82,8,370,2,520,7,660,8,,,16.4,9.6,0.0,6,1010.4,979.0,58350,123,6.2,210,64.1,71.6,0.0,41.54,48.46,234.97,2023-07-28 14:00:00+00:00,31500.13
18184,19.8,82,7,470,7,600,7,,,,,16.6,10.0,0.0,0,1010.1,978.8,61710,100,5.9,210,66.0,74.0,0.0,50.17,39.83,250.73,2023-07-28 15:00:00+00:00,34556.16
18185,19.9,82,8,410,7,660,8,,,,,16.7,9.9,0.0,6,1010.1,978.8,75000,123,6.0,220,55.8,62.6,0.0,59.61,30.39,263.7,2023-07-28 16:00:00+00:00,30471.89
18186,20.2,81,7,450,4,770,7,960,7,,,16.9,8.4,0.0,6,1010.1,978.8,72670,123,4.8,220,44.6,50.2,0.0,69.29,20.71,275.21,2023-07-28 17:00:00+00:00,16787.44
18187,20.4,78,7,540,4,990,7,2610,7,,,16.5,8.9,0.0,0,1010.3,979.0,75000,100,4.5,220,32.6,36.8,0.03,78.77,11.23,286.16,2023-07-28 18:00:00+00:00,11401.66
18188,20.3,78,8,1070,8,,,,,,,16.4,7.8,0.0,0,1010.5,979.2,66470,-1,4.7,210,14.8,20.1,0.25,87.59,2.41,297.21,2023-07-28 19:00:00+00:00,2892.97
18189,19.6,80,8,810,1,8280,8,10330,8,,,16.0,7.8,0.0,0,1010.3,978.9,71870,-1,4.8,200,1.7,1.8,0.0,95.98,-5.98,308.86,2023-07-28 20:00:00+00:00,113.75
18190,18.9,85,5,670,2,920,4,8660,5,,,16.3,6.5,0.0,6,1010.5,979.1,62490,123,3.5,210,0.0,0.0,0.0,102.83,-12.83,321.46,2023-07-28 21:00:00+00:00,0.0
18191,18.8,86,7,640,3,970,5,7500,7,,,16.3,4.6,0.0,0,1010.1,978.7,75000,-1,2.4,210,0.0,0.0,0.0,107.93,-17.93,335.2,2023-07-28 22:00:00+00:00,0.0
18192,18.4,88,7,530,1,8860,7,10770,7,,,16.3,5.0,0.0,0,1010.2,978.7,66840,-1,3.0,230,0.0,0.0,0.0,110.84,-20.84,349.93,2023-07-28 23:00:00+00:00,0.0
18193,18.4,89,8,630,3,1620,8,8440,8,,,16.6,5.0,0.0,6,1009.7,978.2,50180,123,3.1,220,0.0,0.0,0.0,111.27,-21.27,5.13,2023-07-29 00:00:00+00:00,0.0
18194,18.7,89,7,620,3,1190,7,7930,7,,,16.9,5.8,0.0,0,1009.3,977.9,64900,-1,4.0,220,0.0,0.0,0.0,109.16,-19.16,20.1,2023-07-29 01:00:00+00:00,0.0
18195,19.0,89,7,350,4,720,5,7150,7,,,17.1,8.2,0.0,0,1008.9,977.5,63260,-1,4.0,210,0.0,0.0,0.0,104.74,-14.74,34.2,2023-07-29 02:00:00+00:00,0.0
18196,19.1,87,7,330,4,2630,7,3350,7,,,17.0,8.8,0.0,0,1008.4,977.1,62940,-1,4.7,220,0.0,0.0,0.0,98.43,-8.43,47.19,2023-07-29 03:00:00+00:00,0.0
18197,18.6,93,7,20,1,630,7,2040,7,,,17.4,6.4,1.1,6,1008.7,977.3,2620,163,2.9,220,0.0,0.0,0.0,90.11,-0.11,59.13,2023-07-29 04:00:00+00:00,0.0
18198,17.5,95,7,220,5,2020,7,2710,7,,,16.7,9.1,9.5,6,1009.0,977.5,37340,161,3.3,220,0.8,0.8,0.0,81.83,8.17,70.34,2023-07-29 05:00:00+00:00,455.76
18199,17.3,95,8,30,2,250,7,1640,8,,,16.6,3.3,0.3,6,1009.4,977.8,47080,123,1.8,210,4.5,5.2,0.0,72.51,17.49,81.28,2023-07-29 06:00:00+00:00,2764.47
18200,17.5,93,8,1410,5,4640,8,5500,8,,,16.3,4.5,0.0,0,1009.7,978.1,61150,-1,2.6,220,38.0,43.1,0.0,62.87,27.13,92.55,2023-07-29 07:00:00+00:00,15742.49
18201,18.6,92,7,200,4,1560,7,2300,7,,,17.2,4.1,0.0,6,1009.6,978.2,62900,123,2.6,230,47.3,60.8,0.08,53.31,36.69,104.95,2023-07-29 08:00:00+00:00,26260.69
18202,19.3,85,7,450,3,890,7,1290,7,,,16.6,4.5,0.0,0,1009.7,978.3,72380,100,2.3,230,74.0,110.8,0.27,44.36,45.64,119.64,2023-07-29 09:00:00+00:00,38511.7
18203,21.0,70,4,720,3,890,4,,,,,15.3,8.9,0.0,0,1009.6,978.4,56880,-1,4.8,240,71.8,162.6,0.42,36.83,53.17,138.24,2023-07-29 10:00:00+00:00,77270.64
18204,22.0,63,7,950,3,4450,7,4960,7,,,14.7,11.1,0.0,0,1009.6,978.5,62810,-1,6.8,230,83.9,258.0,0.75,31.98,58.02,162.03,2023-07-29 11:00:00+00:00,96507.18
18205,24.4,53,4,1060,1,4500,4,,,,,14.2,12.4,0.0,0,1009.3,978.4,67930,100,6.8,230,78.9,328.7,0.92,31.25,58.75,189.26,2023-07-29 12:00:00+00:00,94558.42
18206,24.0,50,4,1720,3,4710,4,,,,,13.0,12.9,0.0,0,1009.0,978.1,75000,-1,6.8,240,76.4,239.5,0.7,34.9,55.1,214.58,2023-07-29 13:00:00+00:00,63532.66
18207,24.7,49,6,1320,3,1620,5,2190,6,,,13.4,13.7,0.0,0,1009.0,978.2,67510,-1,7.0,240,98.0,200.2,0.55,41.74,48.26,234.78,2023-07-29 14:00:00+00:00,53484.12
18208,23.8,53,7,1310,3,1510,6,1850,7,,,13.6,13.3,0.0,0,1009.1,978.2,72200,-1,6.6,250,85.1,178.7,0.47,50.36,39.64,250.54,2023-07-29 15:00:00+00:00,44387.24
18209,24.0,53,3,1860,1,10020,3,,,,,13.8,11.1,0.0,6,1009.1,978.2,65390,123,5.9,250,65.3,152.7,0.62,59.79,30.21,263.52,2023-07-29 16:00:00+00:00,40804.91
18210,23.4,58,7,1370,2,9110,6,9860,7,,,14.6,10.0,0.0,0,1009.0,978.0,73120,-1,5.3,260,43.6,109.3,0.68,69.46,20.54,275.05,2023-07-29 17:00:00+00:00,19865.03
18211,22.4,62,7,1430,3,6650,5,9060,7,,,14.7,9.2,0.0,0,1009.4,978.3,66790,100,5.2,240,33.1,44.8,0.2,78.95,11.05,286.01,2023-07-29 18:00:00+00:00,10200.14
18212,20.1,77,8,1350,1,6120,8,7500,8,,,15.9,9.6,0.4,6,1010.1,978.8,57250,123,3.7,240,9.1,10.3,0.0,87.77,2.23,297.07,2023-07-29 19:00:00+00:00,2959.39
18213,16.7,91,8,1910,5,3950,8,8320,8,,,15.1,15.9,5.3,6,1010.8,979.1,62040,161,3.0,270,0.7,0.8,0.0,96.19,-6.19,308.74,2023-07-29 20:00:00+00:00,3.09
18214,16.8,87,7,3370,7,7680,7,,,,,14.7,3.9,0.0,6,1011.1,979.4,57210,123,1.7,200,0.0,0.0,0.0,103.04,-13.04,321.37,2023-07-29 21:00:00+00:00,0.0
18215,17.0,84,8,1880,2,2810,8,,,,,14.2,3.3,0.0,6,1011.5,979.8,62620,161,1.6,210,0.0,0.0,0.0,108.16,-18.16,335.14,2023-07-29 22:00:00+00:00,0.0
18216,16.6,87,8,1720,6,2850,8,,,,,14.5,2.1,0.0,6,1011.6,979.9,67270,123,1.2,210,0.0,0.0,0.0,111.08,-21.08,349.91,2023-07-29 23:00:00+00:00,0.0
18217,16.5,91,7,1620,1,2410,7,3030,7,,,15.1,3.9,0.1,6,1012.2,980.4,59390,123,2.1,230,0.0,0.0,0.0,111.51,-21.51,5.16,2023-07-30 00:00:00+00:00,0.0
18218,16.4,91,7,1900,3,2370,7,2860,7,,,15.0,3.7,0.0,0,1011.9,980.1,48520,-1,2.3,230,0.0,0.0,0.0,109.39,-19.39,20.16,2023-07-30 01:00:00+00:00,0.0
18219,15.9,94,7,1730,4,2210,7,3040,7,,,15.0,3.0,0.0,0,1012.1,980.3,40840,-1,1.9,230,0.0,0.0,0.0,104.96,-14.96,34.31,2023-07-30 02:00:00+00:00,0.0
18220,16.0,96,7,1620,7,,,,,,,15.3,3.7,0.0,0,1012.0,980.2,37180,-1,1.5,210,0.0,0.0,0.0,98.63,-8.63,47.32,2023-07-30 03:00:00+00:00,0.0
18221,15.5,96,7,1390,1,2130,4,3190,7,,,14.9,3.4,0.0,0,1012.2,980.3,27840,-1,1.6,230,0.0,0.0,0.0,90.87,-0.87,59.28,2023-07-30 04:00:00+00:00,0.43
18222,15.9,96,8,10,2,1140,7,2100,8,,,15.3,2.6,5.4,6,1012.1,980.3,2110,161,1.0,230,1.8,2.5,0.03,82.01,7.99,70.5,2023-07-30 05:00:00+00:00,902.64
18223,16.4,96,8,190,7,290,8,,,,,15.8,5.8,0.2,6,1012.3,980.5,33000,123,1.7,220,6.0,6.9,0.0,72.68,17.32,81.46,2023-07-30 06:00:00+00:00,4192.15
18224,14.5,90,7,260,1,600,4,800,7,,,13.0,11.2,0.9,6,1013.8,981.7,41360,151,4.7,260,13.7,15.3,0.0,63.03,26.97,92.74,2023-07-30 07:00:00+00:00,9481.33
18225,15.0,88,8,350,5,550,7,1960,8,,,13.0,5.6,0.1,6,1014.7,982.7,58650,123,2.9,250,36.6,42.0,0.02,53.49,36.51,105.15,2023-07-30 08:00:00+00:00,31943.2
18226,15.8,76,7,640,2,1940,7,5020,7,,,11.7,8.1,0.0,0,1015.1,983.1,43060,100,4.1,250,81.3,94.5,0.05,44.55,45.45,119.85,2023-07-30 09:00:00+00:00,40760.98
18227,16.0,74,8,1470,8,,,,,,,11.5,9.1,0.0,6,1015.5,983.5,46230,122,4.9,250,66.2,74.6,0.0,37.03,52.97,138.43,2023-07-30 10:00:00+00:00,25132.06
18228,17.9,60,7,1010,1,1680,7,,,,,10.1,10.7,0.0,0,1015.4,983.6,48240,-1,5.8,240,131.4,183.6,0.38,32.21,57.79,162.14,2023-07-30 11:00:00+00:00,56792.46
18229,17.9,60,8,1790,8,,,,,,,10.2,11.4,0.0,0,1015.8,984.0,49150,100,6.3,250,113.6,131.4,0.07,31.48,58.52,189.23,2023-07-30 12:00:00+00:00,46889.92
18230,18.7,53,8,1920,8,,,,,,,9.1,13.0,0.0,0,1015.9,984.2,69740,-1,5.6,260,120.9,143.1,0.12,35.13,54.87,214.44,2023-07-30 13:00:00+00:00,51313.14
18231,19.9,50,7,1300,2,1500,3,2130,7,,,9.2,12.9,0.0,0,1015.8,984.2,52090,-1,6.8,250,121.8,212.1,0.52,41.95,48.05,234.59,2023-07-30 14:00:00+00:00,68071.92
18232,20.9,47,3,1390,2,2180,3,,,,,9.1,13.3,0.0,0,1015.4,983.9,51580,-1,7.0,240,66.6,261.3,0.95,50.54,39.46,250.35,2023-07-30 15:00:00+00:00,68266.12
18233,20.9,49,6,1460,2,10490,6,11130,6,,,9.8,13.2,0.0,0,1015.6,984.1,55010,-1,6.4,260,63.7,179.0,0.78,59.97,30.03,263.34,2023-07-30 16:00:00+00:00,37699.86
18234,20.5,50,8,7500,6,8130,8,10150,8,,,9.9,11.0,0.0,0,1015.3,983.8,52520,-1,5.5,240,61.5,106.6,0.62,69.64,20.36,274.88,2023-07-30 17:00:00+00:00,27082.54
18235,19.9,51,7,2000,2,6810,6,7360,7,,,9.6,9.7,0.0,0,1015.7,984.1,59610,-1,5.5,240,45.9,54.4,0.07,79.14,10.86,285.86,2023-07-30 18:00:00+00:00,14134.08
18236,19.4,54,8,1860,8,,,,,,,10.0,7.8,0.0,0,1016.0,984.4,69920,-1,4.0,240,13.3,14.8,0.0,87.95,2.05,296.94,2023-07-30 19:00:00+00:00,3204.57
18237,19.0,57,8,1630,8,,,,,,,10.3,6.6,0.0,0,1016.1,984.4,54130,-1,4.2,230,1.0,1.1,0.0,96.4,-6.4,308.61,2023-07-30 20:00:00+00:00,71.39
18238,18.9,58,8,1540,7,2300,8,4100,8,,,10.4,10.8,0.0,0,1015.9,984.2,54260,-1,5.7,220,0.0,0.0,0.0,103.27,-13.27,321.27,2023-07-30 21:00:00+00:00,0.0
18239,18.6,59,8,1470,8,4730,8,,,,,10.3,11.3,0.0,0,1015.7,984.0,52260,-1,6.6,220,0.0,0.0,0.0,108.39,-18.39,335.08,2023-07-30 22:00:00+00:00,0.0
18240,18.4,59,8,1400,8,4370,8,,,,,10.4,10.9,0.0,0,1015.6,983.9,57250,-1,6.3,230,0.0,0.0,0.0,111.32,-21.32,349.89,2023-07-30 23:00:00+00:00,0.0
18241,18.1,61,8,930,4,1200,7,1440,8,,,10.5,10.0,0.0,0,1015.7,983.9,53320,-1,5.6,230,0.0,0.0,0.0,111.75,-21.75,5.19,2023-07-31 00:00:00+00:00,0.0
18242,17.6,69,8,1110,7,1360,8,,,,,11.9,9.6,0.0,0,1015.4,983.6,52440,-1,5.2,250,0.0,0.0,0.0,109.62,-19.62,20.23,2023-07-31 01:00:00+00:00,0.0
18243,17.2,68,7,700,6,910,7,,,,,11.2,6.9,0.0,0,1014.8,983.0,47690,-1,3.8,240,0.0,0.0,0.0,105.18,-15.18,34.41,2023-07-31 02:00:00+00:00,0.0
18244,16.7,70,8,740,2,1410,7,3510,8,,,11.2,6.4,0.0,0,1014.6,982.7,46620,-1,4.0,220,0.0,0.0,0.0,98.84,-8.84,47.45,2023-07-31 03:00:00+00:00,0.0
18245,16.5,72,8,860,4,1030,6,1320,8,,,11.4,7.1,0.0,0,1014.3,982.4,47030,-1,4.4,220,0.0,0.0,0.0,91.06,-1.06,59.43,2023-07-31 04:00:00+00:00,0.0
18246,16.1,74,8,1390,1,2920,8,5860,8,,,11.5,6.7,0.0,0,1014.0,982.1,47110,-1,4.2,210,3.4,3.7,0.0,82.18,7.82,70.67,2023-07-31 05:00:00+00:00,1583.54
18247,16.3,74,8,1380,5,7070,8,8430,8,,,11.7,8.4,0.0,0,1013.9,982.0,49140,-1,5.0,220,18.2,21.9,0.05,72.85,17.15,81.64,2023-07-31 06:00:00+00:00,8264.01
18248,17.3,71,8,2600,8,,,,,,,11.9,9.5,0.0,0,1013.3,981.5,49880,-1,6.0,220,56.1,75.1,0.4,63.21,26.79,92.93,2023-07-31 07:00:00+00:00,23165.06
18249,18.0,68,8,750,1,2740,8,,,,,12.0,12.5,0.0,0,1012.8,981.1,55790,-1,6.9,220,63.1,74.4,0.1,53.66,36.34,105.36,2023-07-31 08:00:00+00:00,30955.47
18250,19.1,64,8,880,1,2550,8,,,,,12.2,13.9,0.0,0,1012.2,980.7,55050,-1,8.5,220,91.5,103.8,0.0,44.74,45.26,120.07,2023-07-31 09:00:00+00:00,34588.01
18251,19.3,61,8,1000,4,1780,7,2310,8,,,11.7,13.3,0.0,6,1012.0,980.5,59790,123,8.6,220,78.9,88.6,0.0,37.25,52.75,138.63,2023-07-31 10:00:00+00:00,38522.93
18252,19.2,61,7,1000,7,,,,,,,11.6,16.9,0.0,6,1012.1,980.6,54920,122,8.4,220,70.3,79.4,0.0,32.45,57.55,162.25,2023-07-31 11:00:00+00:00,35600.02
18253,18.2,68,7,800,7,,,,,,,12.2,14.2,0.0,6,1012.2,980.6,66530,122,8.1,230,69.3,77.6,0.0,31.73,58.27,189.2,2023-07-31 12:00:00+00:00,25130.76
